Pfad;Name;Dateityp;BreiteHoehe;Seitenverhaeltnis;Alpha;GroesseBytes;SHA256;Kategorie;State;Zielkomponente;Duplikatgruppe;InV2Verwendet;SpaeterNutzbar
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VERBUNDEN_normal.png;VERBUNDEN_normal.png;.png;420x110;3.818182;JA;7846;BB7326F48CFB61E4A614474B983CF74EAEE6C6D3AD13CD68C727F01D92E2AEEF;BADGE;NORMAL;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VERBUNDEN_warning.png;VERBUNDEN_warning.png;.png;420x110;3.818182;JA;7936;36E6FF9E775623D9EFBB1F77B5920F16509094971EC6E7B6022CC62AC118436B;BADGE;WARNING;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_active.paa;VOLL_active.paa;.paa;;;NEIN;15029;EB40D08C912F8B5B70CD1EDB670894DD4A740E69587552FDB8916F4273FD63F0;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_active.png;VOLL_active.png;.png;420x110;3.818182;JA;5871;10F9CF309BB9141DDDD5DD0DFFE11DBA5F07CF24CEAFB8107B3D95498CE3E3BA;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_disabled.paa;VOLL_disabled.paa;.paa;;;NEIN;14258;FC2164FC028F3027EC582C540564DE17B7532AF56794B381B3556BC2C1DB81C8;BADGE;DISABLED;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_disabled.png;VOLL_disabled.png;.png;420x110;3.818182;JA;3514;59CC85A52D83CAEB908D0A41C2D04C1C23451DD1A88F003114BF688E0B659642;BADGE;DISABLED;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_hover.png;VOLL_hover.png;.png;420x110;3.818182;JA;5699;16E8359D59DC6FD2231EE06E21AADEC77F6396D0F177CD6B9EF224DF44EA24DB;BADGE;HOVER;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_normal.png;VOLL_normal.png;.png;420x110;3.818182;JA;5955;CC622B0A513D1D0ABA9C10564D41D3953B2C31D93B85D750CC560005E02D6331;BADGE;NORMAL;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\VOLL_warning.png;VOLL_warning.png;.png;420x110;3.818182;JA;6163;BAE788297A826137975A61D79832F647CFA45805B885576C8CECF749BADCD06E;BADGE;WARNING;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_active.paa;WARNUNG_active.paa;.paa;;;NEIN;15778;A063AA66AFE132C6CDA9EDB5D69A043B3655040392B1D2663F96A2E709274F91;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_active.png;WARNUNG_active.png;.png;420x110;3.818182;JA;8194;E7611713AF6088C7484A3DE7FB8969A8FC53B30BA13144107BBC5746FE636DB1;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_disabled.paa;WARNUNG_disabled.paa;.paa;;;NEIN;14573;363C4B3A06158DB2E9782B7B6A61924F7C71DE8BF850901B9498AEA48273FC1B;BADGE;DISABLED;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_disabled.png;WARNUNG_disabled.png;.png;420x110;3.818182;JA;5444;4CACDC3B3F0D5ADBB208F4CE121AF9B14ECCCC33D921286681EC6DC556C4FC87;BADGE;DISABLED;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_hover.png;WARNUNG_hover.png;.png;420x110;3.818182;JA;7992;A10FB6B1BE8280A7F20DEB5C90017D834F09CA528C993296EA9F324A445B7323;BADGE;HOVER;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_normal.png;WARNUNG_normal.png;.png;420x110;3.818182;JA;8495;2802435BFF2FA78626770C6B79D7A1C49905328B58A3D7141B9133E361F3563E;BADGE;NORMAL;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARNUNG_warning.png;WARNUNG_warning.png;.png;420x110;3.818182;JA;8438;8E90886039940008C8F92EDEA2EC9C8B513C4A8910CC3DE297F3D697717BDC63;BADGE;WARNING;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_active.paa;WARTUNG_active.paa;.paa;;;NEIN;15749;176065CFBB51408D1C36BD92B494E9CC7B0A60F75DF1010DD882ACEF45F32A54;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_active.png;WARTUNG_active.png;.png;420x110;3.818182;JA;8160;45BF581CF7C61AC16B12432380B895377749BC380EF4D9E61218ACDFC9600ACE;BADGE;ACTIVE;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_disabled.paa;WARTUNG_disabled.paa;.paa;;;NEIN;14599;844F9243F686FDB74F46DCB056FBFDB06B0F339CDFC6DABEE6452E12A834ABAE;BADGE;DISABLED;Nicht zugeordnet;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_disabled.png;WARTUNG_disabled.png;.png;420x110;3.818182;JA;5476;6CD61B561E556B35DB1B73D17589D2DADC97CB1ADFC3EA948A88A649874D6571;BADGE;DISABLED;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_hover.png;WARTUNG_hover.png;.png;420x110;3.818182;JA;8092;1D9D7DEF68A4A848B25AED19B2A72BABA2721DA23C7CD4718427FB5EC2D98C85;BADGE;HOVER;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_normal.png;WARTUNG_normal.png;.png;420x110;3.818182;JA;8457;B885CFB3B999AB3C37A8B7F7DFAA9E8C3B1DCB89651610F2EB47541098A95230;BADGE;NORMAL;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\05_BADGES\WARTUNG_warning.png;WARTUNG_warning.png;.png;420x110;3.818182;JA;8472;BB4086D673C49D6CD458705A07D6C7737B8D8DFF76D33FAC270DC526825E7BAC;BADGE;WARNING;Nicht zugeordnet;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\AKTIVE_EVENTS_active.png;AKTIVE_EVENTS_active.png;.png;420x96;4.375000;JA;6475;73F21B1AC77F7056A83BB82552720192F00628D4ABC5C17AB7CFD9AF8629DF9A;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\AKTIVE_EVENTS_disabled.png;AKTIVE_EVENTS_disabled.png;.png;420x96;4.375000;JA;4204;CA902AD2D8F617D3FE2368ABD0203D056694A62C5BCDC9704E81D6F10F6433AB;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\AKTIVE_EVENTS_hover.png;AKTIVE_EVENTS_hover.png;.png;420x96;4.375000;JA;6435;C12DC7C5640EA2782FF3FFBD2D39C7E23C0F4EBB975C2B15FDFB216963B62F6E;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\AKTIVE_EVENTS_normal.png;AKTIVE_EVENTS_normal.png;.png;420x96;4.375000;JA;4523;6892F79205F933EB3B17FA8CF38410E8798D7CC31CC05964F81382E7F83972ED;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\AKTIVE_EVENTS_pressed.png;AKTIVE_EVENTS_pressed.png;.png;420x96;4.375000;JA;6424;41EE51DCB13AA61C1E8C02FA013583DFB82564F97BF87811F97BB9291477FCC7;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\ALLE_EVENTS_active.png;ALLE_EVENTS_active.png;.png;420x96;4.375000;JA;5932;731317682141F7A1071E1798049351929C358D0B52E9AB8C6B37677A2EBFF40C;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\ALLE_EVENTS_disabled.png;ALLE_EVENTS_disabled.png;.png;420x96;4.375000;JA;3688;2CABB150F529EB0E9B3FD4AD740E4299EB460DC78CD46CE7ABEAA4F04431C91E;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\ALLE_EVENTS_hover.png;ALLE_EVENTS_hover.png;.png;420x96;4.375000;JA;5869;FA5B82FA17788093407B4138589EB13F9BA24BBEE9661D3EBCEB4FFD255729EA;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\ALLE_EVENTS_normal.png;ALLE_EVENTS_normal.png;.png;420x96;4.375000;JA;3958;60B06525CB117636722295B5CB0CA77C85678D24308AC0388C5F36D3FC22EFBE;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\ALLE_EVENTS_pressed.png;ALLE_EVENTS_pressed.png;.png;420x96;4.375000;JA;5925;261E1998045E3996DDBB9141853D68DADAFC32349C65300ED791F32FA4044033;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\MISSIONEN_active.png;MISSIONEN_active.png;.png;420x96;4.375000;JA;6063;B364505446A81752D6741EB719DC6A2D06C4B7733AAEA5B935482AF4368579CB;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\MISSIONEN_disabled.png;MISSIONEN_disabled.png;.png;420x96;4.375000;JA;3874;3ABE1C642DE232D36162A8D3026205CF5360B19D2493212081FEAD4382A8D576;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\MISSIONEN_hover.png;MISSIONEN_hover.png;.png;420x96;4.375000;JA;6046;8C880F0FF5060B003309A963BEC5D37D701301F6871564BA166B35132192AE9F;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\MISSIONEN_normal.png;MISSIONEN_normal.png;.png;420x96;4.375000;JA;4094;B061FA3637D3825E07FAE927FD5F164A5AC0FD83B3C85314C6076ADCE6108E3D;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\MISSIONEN_pressed.png;MISSIONEN_pressed.png;.png;420x96;4.375000;JA;6076;E31BEC3721649FE3C0A4A16C473E5C6C80B9C6A1507955A2AD7138D7A5C43B09;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVE_EVENTS_active.png;PVE_EVENTS_active.png;.png;420x96;4.375000;JA;5766;7FDF1620CE08978BFCB37A0DF7B8790AD76EE3FA16F92AED15813895BB1A8BE7;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVE_EVENTS_disabled.png;PVE_EVENTS_disabled.png;.png;420x96;4.375000;JA;3578;2F0F754BFDE941418D7746B82EB55E2775083E6F55FE3819E9DBA41FFC6B69D3;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVE_EVENTS_hover.png;PVE_EVENTS_hover.png;.png;420x96;4.375000;JA;5719;35652E81D009D94CA16B07F13FD17BBB6195A60C8A801572BF1AF9B72DE7C1D8;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVE_EVENTS_normal.png;PVE_EVENTS_normal.png;.png;420x96;4.375000;JA;3762;EB63412E111D08C9EFCDFE54CC73B100B517752FE141044D8CB02ED3FB73B6B7;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVE_EVENTS_pressed.png;PVE_EVENTS_pressed.png;.png;420x96;4.375000;JA;5747;777590A09D163A3A1BFA1C4A7245DE0715C4F7C841BC66B8FF150F652815E83A;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVP_EVENTS_active.png;PVP_EVENTS_active.png;.png;420x96;4.375000;JA;5844;74D86B3BDEAD8698EDB9C55CD5E23FCB92FDB9CD634DE21F3E368A52BEB2E17D;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVP_EVENTS_disabled.png;PVP_EVENTS_disabled.png;.png;420x96;4.375000;JA;3604;278F5115462F2BAC7C1692F635C5E4CA4295BEB38D6D9876457824C856F53892;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVP_EVENTS_hover.png;PVP_EVENTS_hover.png;.png;420x96;4.375000;JA;5793;F396BCB3815D8373ADBFDC7F9F4D0E8F16F1E172231558B9B5F32799446ED65B;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVP_EVENTS_normal.png;PVP_EVENTS_normal.png;.png;420x96;4.375000;JA;3852;701315C1FCC0CA95FFFF3A08AE37F46431B12856A7C11136010D530121BA9D15;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\PVP_EVENTS_pressed.png;PVP_EVENTS_pressed.png;.png;420x96;4.375000;JA;5715;3DA6A92F4B693F76891C727847F2CECE6A17B7295496A2E572D55B7062D3DB04;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\REGELN_active.png;REGELN_active.png;.png;420x96;4.375000;JA;5245;D5637D4E501B2024EE7E669A57A690E2518D844E769DD579C13B5E70CC1B7328;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\REGELN_disabled.png;REGELN_disabled.png;.png;420x96;4.375000;JA;3150;1CEE24D6A5ACD3D9221A92AAF10E4121B2B21BC68ADF25AAA104BC2899B3BE5D;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\REGELN_hover.png;REGELN_hover.png;.png;420x96;4.375000;JA;5124;84D6BF0861B832A2E6AFCDDFAC35C4CDCC8E5D37BA3C52968409E18FDC1592EB;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\REGELN_normal.png;REGELN_normal.png;.png;420x96;4.375000;JA;3271;47AC280E2480E01A6B9F28B157ACC61C852DA8C2C6CD2A8B9FDA218E0CCE408C;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\REGELN_pressed.png;REGELN_pressed.png;.png;420x96;4.375000;JA;5175;EF0965405B893067A2BF11CBDEA0F168FBE332AF84BE7FFE33210FF4FC64B71D;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\SHOP_active.png;SHOP_active.png;.png;420x96;4.375000;JA;5484;6FB0D04C3F72E08F3AF28F868512BF75AA3B8BCA105F6398A91A38F8F3CBB14A;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\SHOP_disabled.png;SHOP_disabled.png;.png;420x96;4.375000;JA;3384;6D817EB96D1DBBADBD3703B9D3C5A3E56ADEAA260C768C3673389446CF64735C;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\SHOP_hover.png;SHOP_hover.png;.png;420x96;4.375000;JA;5419;88EA048BB92247ED0FE9C388112D42273334C988E78CC227C66120BA40C2F67A;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\SHOP_normal.png;SHOP_normal.png;.png;420x96;4.375000;JA;3441;026E827E1D81F40141C2DA7153BF106054D569116582C88F88207FA3C9356447;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\SHOP_pressed.png;SHOP_pressed.png;.png;420x96;4.375000;JA;5443;F21A143B68AC186462AE826FF932B95DF03863887F01CA2C069C734E8D6983D1;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\UEBERSICHT_active.png;UEBERSICHT_active.png;.png;420x96;4.375000;JA;6407;5873128A5571CA680816425C7565A3D970773B31F8B661BC88FF225305472AF3;NAVIGATION;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\UEBERSICHT_disabled.png;UEBERSICHT_disabled.png;.png;420x96;4.375000;JA;4103;CF162B0E2FDBBA6D8461C7C1C89EB5DCDD967CFA7CB6961A7E9D3535FE161FC7;NAVIGATION;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\UEBERSICHT_hover.png;UEBERSICHT_hover.png;.png;420x96;4.375000;JA;6329;DB271FC2BF2CF5AA0CF594DB90790C20E80E844C3AA558977A8E53F6AE668939;NAVIGATION;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\UEBERSICHT_normal.png;UEBERSICHT_normal.png;.png;420x96;4.375000;JA;4426;D753741D9ED00AEE3872BEEFA9D028A39FCD1B91CF757C79C1FAC422CB8AF17B;NAVIGATION;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\06_TABS\UEBERSICHT_pressed.png;UEBERSICHT_pressed.png;.png;420x96;4.375000;JA;6314;7C7365743674C68EC59BCBBBB8510C427A616AB63EFF5EDCB5B96072809E3906;NAVIGATION;PRESSED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\EVENT_GESTARTET_Large.png;EVENT_GESTARTET_Large.png;.png;980x220;4.454545;JA;13714;83B22E0B33A27C6200F09E1CA3D4ED5F746A3C4E59AD5CA1007E68B5BF860C56;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\EVENT_GESTARTET_Medium.png;EVENT_GESTARTET_Medium.png;.png;760x180;4.222222;JA;13028;5F01C6B984DCAB4C46C214E094F6E29EF611A8ACA0005657382115BEAC6CD274;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\EVENT_GESTARTET_Small.paa;EVENT_GESTARTET_Small.paa;.paa;;;NEIN;31202;82E63C6AA247E8E3E2A0113A87B5EE064592ACBD344B463C10C021209F2BE1AA;DIALOG;NORMAL;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\EVENT_GESTARTET_Small.png;EVENT_GESTARTET_Small.png;.png;620x140;4.428571;JA;12443;0171337F68C4C09D593E1FACDDA0DE6371925C176307A02C05734FD8F17705F1;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\SERVER_RESTART_Large.png;SERVER_RESTART_Large.png;.png;980x220;4.454545;JA;13803;07F0ACB9CB4AEAD12A4D6C43AEDDB2A1F18BBF2A828406971912D0AA919B8E2D;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\SERVER_RESTART_Medium.png;SERVER_RESTART_Medium.png;.png;760x180;4.222222;JA;13119;CE259ED7CCAF51EB4FA9569A6D2DC1F36E3B3CFDA0532F0A58A9DF7906AF63CB;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\SERVER_RESTART_Small.paa;SERVER_RESTART_Small.paa;.paa;;;NEIN;31373;BDC5AC749FAF9F65C8B50B94BE155D11E0BF9EB8FA3ED8CD36821FFA2F69E5CC;DIALOG;NORMAL;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\SERVER_RESTART_Small.png;SERVER_RESTART_Small.png;.png;620x140;4.428571;JA;12656;780BE64CDA717C4D539ED30B8380EE31E5DB5E168DD822AC60645506F5047884;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WARNUNG_Large.png;WARNUNG_Large.png;.png;980x220;4.454545;JA;13924;44F0404E28574E8229DA7F2A7593807DBC8D0E41844A0C5950959A6E3BD74115;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WARNUNG_Medium.png;WARNUNG_Medium.png;.png;760x180;4.222222;JA;13266;2CB3E9E1EF8857EEBD20113C685DCD4BE86A567CD270E15C9FB4C3E0B458E49A;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WARNUNG_Small.paa;WARNUNG_Small.paa;.paa;;;NEIN;31085;27BAB9221EB944309429D69E07D8A16E8A0BB6F4D6D1E713257E779C7C0F6D33;DIALOG;NORMAL;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WARNUNG_Small.png;WARNUNG_Small.png;.png;620x140;4.428571;JA;12622;3886F42C5B7B7E8DE42AFD158CB524755FAEA4D3AF2CBE9271B71416F84BEA71;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WILLKOMMEN_Large.png;WILLKOMMEN_Large.png;.png;980x220;4.454545;JA;13840;54EBF2AFC0F4E426135D97E55768F192A8977C95A2DAEA825CBBB8631BDA4ECD;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WILLKOMMEN_Medium.png;WILLKOMMEN_Medium.png;.png;760x180;4.222222;JA;13095;8E924DD6DAE0F7D8FD4A1551A2503FF47B99FCC454FBE0C648AEE33041767336;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WILLKOMMEN_Small.paa;WILLKOMMEN_Small.paa;.paa;;;NEIN;31975;16C1A627D168B0E9C4FD826E1B11CEDD23751DA36A1F846E243FF3399C7E1B36;DIALOG;NORMAL;Panel-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\07_NOTIFICATIONS\WILLKOMMEN_Small.png;WILLKOMMEN_Small.png;.png;620x140;4.428571;JA;12526;447A0B07240DFDB8CC6A479EA605C045455E19D705905F451005050E3D4BBFEC;DIALOG;NORMAL;Panel-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_active.paa;Back_active.paa;.paa;;;NEIN;3990;15283294AA0030B44D134A0E690C3B097D76C2BAAAEAC1E3BDD63F56B2960C54;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_active.png;Back_active.png;.png;100x100;1.000000;JA;2993;888C3930F33BA0B92083B28C6FA062F93164AC5F922A9A836B271B7D67DA60CB;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_disabled.png;Back_disabled.png;.png;100x100;1.000000;JA;1322;C6D3CF488D595B44B6987D34A53B4D41627883D4D7E42B591E65B4470AC51264;BUTTON;DISABLED;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_hover.png;Back_hover.png;.png;100x100;1.000000;JA;2875;77CF2154CF356035C70F7BE1D1694928C3E70D1544BD9A76E49425E60FB33C4F;BUTTON;HOVER;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_normal.png;Back_normal.png;.png;100x100;1.000000;JA;1247;EE7BF26DAEF9DF943DCD2772D9E4816212920810873357131529B54A6463B10E;BUTTON;NORMAL;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Back_warning.png;Back_warning.png;.png;100x100;1.000000;JA;3187;54EDDBCEEC32822450B7E82C06243AE8E919472C791AFBD9DCD9F38D5CCDF78E;BUTTON;WARNING;UI-State-Reserve;;NEIN;JA
C:\Users\patsl\Downloads\DeutschZ_UI_Production_Kit\08_CONTROLS\Arrows\Close_active.paa;Close_active.paa;.paa;;;NEIN;3950;F749D7170377561CFBFC1EBC7FB139DE724A914E0114C443E1D63EE13BF73B15;BUTTON;ACTIVE;UI-State-Reserve;;NEIN;NEIN
